velocidade mínima	angulação limite	tamanho do histórico	tamanho do segmento	taxa acerto
0,5	10	9	90	78,0392
0,5	10	9	100	75,7576
0,5	10	9	110	74,2991
0,5	10	9	120	74,2424
0,5	10	9	130	80
0,5	10	9	140	72,4138
0,5	10	9	150	79,3939
0,5	10	9	160	76,7742
0,5	10	9	170	78,7671
0,5	10	9	180	79,2857
0,5	20	9	30	70,5691
0,5	20	9	40	70,9278
0,5	20	9	50	72,3039
0,5	20	9	60	73,2194
0,5	20	9	70	74,9196
0,5	20	9	80	73,0216
0,5	20	9	90	76,8627
0,5	20	9	100	76,1905
0,5	20	9	110	77,5701
0,5	20	9	120	75,7576
0,5	20	9	130	80
0,5	20	9	140	70,6897
0,5	20	9	150	76,9697
0,5	20	9	160	74,8387
0,5	20	9	170	76,0274
0,5	20	9	180	77,1429
0,5	30	9	30	69,2683
0,5	30	9	40	71,3402
0,5	30	9	50	71,3235
0,5	30	9	60	74,6439
0,5	30	9	70	77,8135
0,5	30	9	80	73,0216
0,5	30	9	90	75,2941
0,5	30	9	100	77,9221
0,5	30	9	110	76,6355
0,5	30	9	120	73,7374
0,5	30	9	130	79,4595
0,5	30	9	140	74,7126
0,5	30	9	150	78,1818
0,5	30	9	160	78,7097
0,5	30	9	170	80,8219
0,5	30	9	180	75,7143
0,5	40	9	30	70,0813
0,5	40	9	40	70,5155
0,5	40	9	50	72,549
0,5	40	9	60	72,9345
0,5	40	9	70	76,8489
0,5	40	9	80	74,1007
0,5	40	9	90	73,7255
0,5	40	9	100	77,9221
0,5	40	9	110	78,0374
0,5	40	9	120	72,2222
0,5	40	9	130	78,9189
0,5	40	9	140	74,1379
0,5	40	9	150	78,7879
0,5	40	9	160	78,0645
0,5	40	9	170	74,6575
0,5	40	9	180	75
0,5	50	9	30	68,2927
0,5	50	9	40	71,5464
0,5	50	9	50	72,0588
0,5	50	9	60	74,359
0,5	50	9	70	76,2058
0,5	50	9	80	75,1799
0,5	50	9	90	77,6471
0,5	50	9	100	75,7576
0,5	50	9	110	78,0374
0,5	50	9	120	75,2525
0,5	50	9	130	79,4595
0,5	50	9	140	75,8621
0,5	50	9	150	76,3636
0,5	50	9	160	75,4839
0,5	50	9	170	78,7671
0,5	50	9	180	74,2857
0,5	10	10	30	69,1057
0,5	10	10	40	72,3711
0,5	10	10	50	68,8725
0,5	10	10	60	71,7949
0,5	10	10	70	80,3859
0,5	10	10	80	76,6187
0,5	10	10	90	77,6471
0,5	10	10	100	75,7576
0,5	10	10	110	74,2991
0,5	10	10	120	76,7677
0,5	10	10	130	78,3784
0,5	10	10	140	74,7126
0,5	10	10	150	80,6061
0,5	10	10	160	79,3548
0,5	10	10	170	77,3973
0,5	10	10	180	79,2857
0,5	20	10	30	67,8049
0,5	20	10	40	70,5155
0,5	20	10	50	71,0784
0,5	20	10	60	72,9345
0,5	20	10	70	76,2058
0,5	20	10	80	74,4604
0,5	20	10	90	75,6863
0,5	20	10	100	74,4589
0,5	20	10	110	72,8972
0,5	20	10	120	74,2424
0,5	20	10	130	80
0,5	20	10	140	71,8391
0,5	20	10	150	78,1818
0,5	20	10	160	77,4194
0,5	20	10	170	72,6027
0,5	20	10	180	77,1429
0,5	30	10	30	68,9431
0,5	30	10	40	70,5155
0,5	30	10	50	70,5882
0,5	30	10	60	73,5043
0,5	30	10	70	78,4566
0,5	30	10	80	75,5396
0,5	30	10	90	70,1961
0,5	30	10	100	76,1905
0,5	30	10	110	75,7009
0,5	30	10	120	75,7576
0,5	30	10	130	79,4595
0,5	30	10	140	74,1379
0,5	30	10	150	76,9697
0,5	30	10	160	76,7742
0,5	30	10	170	78,7671
0,5	30	10	180	77,1429
0,5	40	10	30	68,7805
0,5	40	10	40	69,8969
0,5	40	10	50	71,0784
0,5	40	10	60	74,0741
0,5	40	10	70	78,135
0,5	40	10	80	74,4604
0,5	40	10	90	74,902
0,5	40	10	100	77,0563
0,5	40	10	110	73,8318
0,5	40	10	120	75,7576
0,5	40	10	130	81,0811
0,5	40	10	140	73,5632
0,5	40	10	150	78,1818
0,5	40	10	160	76,7742
0,5	40	10	170	80,8219
0,5	40	10	180	78,5714
0,5	50	10	30	69,5935
0,5	50	10	40	72,1649
0,5	50	10	50	72,0588
0,5	50	10	60	73,5043
0,5	50	10	70	77,1704
0,5	50	10	80	75,1799
0,5	50	10	90	76,8627
0,5	50	10	100	77,4892
0,5	50	10	110	73,8318
0,5	50	10	120	78,7879
0,5	50	10	130	78,9189
0,5	50	10	140	76,4368
0,5	50	10	150	78,7879
0,5	50	10	160	77,4194
0,5	50	10	170	80,137
0,5	50	10	180	74,2857
