% 1. Title: Trajetórias Manipuladas
% 
% 2. Sources:
%      (a) Creator: Marcel Tolentino Pinheiro de Oliveira
%      (b) Date: June, 2013
% 
@RELATION trajectory

@ATTRIBUTE collar  STRING
@ATTRIBUTE longitude  NUMERIC
@ATTRIBUTE latitude   NUMERIC
@ATTRIBUTE day DATE "dd/MM/yy"
@ATTRIBUTE hour DATE "HH:mm:ss"

@DATA
0007,-54.72312269301306,-20.44376805037513,01/04/13,14:30:00
0007,-54.72334918305138,-20.44367791791864,01/04/13,14:45:00
0007,-54.72322812379902,-20.44388341174884,01/04/13,15:00:00
0007,-54.72303745575245,-20.44396028847802,01/04/13,15:15:00
0007,-54.72276939054674,-20.44395970977019,01/04/13,15:30:00
0007,-54.7227876809886,-20.44362539695035,01/04/13,15:45:00
0007,-54.72275904837729,-20.44372578663518,01/04/13,16:00:00
0007,-54.7229934888183,-20.44378192580352,01/04/13,16:15:00
0007,-54.72303954958706,-20.44353839162776,01/04/13,16:30:00
0007,-54.72299716166552,-20.44328173812155,01/04/13,16:45:00
0007,-54.72287197393297,-20.44340128129673,01/04/13,17:00:00
0007,-54.7228667052855,-20.44360348427597,01/04/13,17:15:00
0007,-54.72275660006327,-20.44325341377462,01/04/13,17:30:00
0007,-54.72285686124515,-20.44327967261222,01/04/13,17:45:00
0007,-54.72308388451118,-20.44313720889321,01/04/13,18:00:00
0007,-54.72318585949432,-20.44322760001967,01/04/13,18:15:00
0007,-54.72334089974885,-20.44332236105654,01/04/13,18:30:00
0007,-54.72323174301685,-20.44343972011638,01/04/13,18:45:00
0007,-54.72310933819107,-20.44360098133438,01/04/13,19:00:00
0007,-54.72305058697092,-20.44381841269033,01/04/13,19:15:00
0007,-54.72326267108499,-20.44359250620785,01/04/13,19:30:00
0007,-54.7227619864967,-20.44292392836043,02/04/13,07:35:00
0007,-54.72274769939578,-20.44311553556403,02/04/13,07:50:00
0007,-54.72276133704671,-20.44331634358322,02/04/13,08:05:00
0007,-54.72275625180934,-20.44355881790624,02/04/13,08:20:00
0007,-54.72276118080493,-20.44372413252112,02/04/13,08:35:00
0007,-54.7227602645457,-20.44396311724849,02/04/13,08:50:00
0007,-54.72277803473411,-20.44364587233248,02/04/13,09:05:00
0007,-54.72278029077071,-20.44339329341626,02/04/13,09:20:00
0007,-54.72290632301144,-20.44350095647054,02/04/13,09:35:00
0007,-54.72300287036791,-20.44358304648192,02/04/13,09:50:00
0007,-54.72296083586005,-20.44370478484762,02/04/13,10:05:00
0007,-54.72311162357499,-20.44375509755617,02/04/13,10:20:00
0007,-54.72326186119298,-20.44395018747695,02/04/13,10:35:00
0007,-54.72274552939952,-20.44322828451402,02/04/13,13:50:00
0007,-54.72288519312958,-20.44321797072755,02/04/13,13:35:00
0007,-54.72316066257167,-20.44314324127829,02/04/13,13:20:00
0007,-54.7229247962227,-20.44291835501529,02/04/13,13:05:00
0007,-54.72284399418844,-20.44289371047979,02/04/13,12:50:00
0007,-54.72291050171451,-20.44302167152026,02/04/13,12:35:00
0007,-54.72302590124452,-20.44334578336371,02/04/13,12:20:00
0007,-54.7228198885263,-20.44350442336574,02/04/13,12:05:00
0007,-54.72284191451782,-20.44371386202345,02/04/13,11:50:00
0007,-54.72275829153533,-20.44398190033068,02/04/13,11:35:00
0007,-54.72317872874451,-20.44395445321985,02/04/13,10:50:00
0007,-54.7230839362563,-20.44394200051238,02/04/13,11:05:00
0007,-54.72291517758973,-20.44382832242942,02/04/13,11:20:00
0008,-54.72276761619645,-20.44288331292673,10/04/13,08:00:00
0008,-54.72298894295237,-20.44298841766677,10/04/13,08:05:00
0008,-54.72315875483003,-20.44312447871378,10/04/13,08:10:00
0008,-54.72335237704532,-20.44332458577177,10/04/13,08:15:00
0008,-54.72321082579299,-20.44345282565235,10/04/13,08:20:00
0008,-54.72303558632513,-20.44337102691739,10/04/13,08:25:00
0008,-54.72301545166425,-20.443573184428,10/04/13,08:30:00
0008,-54.72299423615812,-20.44376549000788,10/04/13,08:35:00
0008,-54.72298005466105,-20.44393538148448,10/04/13,08:40:00
0008,-54.72286753331777,-20.44394620961846,10/04/13,08:45:00
0008,-54.72276101944582,-20.4437967006579,10/04/13,08:50:00
0008,-54.72283940014971,-20.44376323254035,10/04/13,08:55:00
0008,-54.72290744789545,-20.4438057794743,10/04/13,09:00:00
0008,-54.72292719181085,-20.4439611331675,10/04/13,09:05:00
0008,-54.72285240950099,-20.44384351408695,10/04/13,09:10:00
0008,-54.72276299046023,-20.44396533089094,10/04/13,09:15:00
0008,-54.72296256188398,-20.44358043035045,10/04/13,09:20:00
0008,-54.72320188519461,-20.44360535653696,10/04/13,09:25:00
0008,-54.72340982472429,-20.44358344172637,10/04/13,09:30:00
0008,-54.72348768159568,-20.4435161703217,10/04/13,09:35:00
0008,-54.72333207519815,-20.44343974080035,10/04/13,09:40:00
0008,-54.72319318070646,-20.44331545755415,10/04/13,09:45:00
0008,-54.72278601625639,-20.44297395488426,10/04/13,09:50:00
0008,-54.72319318070646,-20.44331545755415,10/04/13,09:55:00
0008,-54.72276184705984,-20.4429418635147,13/04/13,11:30:00
0008,-54.72291922864029,-20.44295545660427,13/04/13,11:35:00
0008,-54.72297953138656,-20.44322214455754,13/04/13,11:40:00
0008,-54.72311770895932,-20.44330807820428,13/04/13,11:45:00
0008,-54.72319287070889,-20.44349966981796,13/04/13,11:50:00
0008,-54.7233612099505,-20.44360978012357,13/04/13,11:55:00
0008,-54.7234126369721,-20.44374001018892,13/04/13,12:00:00
0008,-54.72348118341071,-20.44364487446967,13/04/13,12:05:00
0008,-54.72344031534185,-20.44353320370058,13/04/13,12:10:00
0008,-54.7232769467962,-20.44380480917224,13/04/13,12:15:00
0008,-54.72306953115962,-20.44357513171266,13/04/13,12:20:00
0008,-54.72298700290465,-20.44336842908568,13/04/13,12:25:00
0008,-54.72280029432974,-20.44362636740765,13/04/13,12:30:00
0008,-54.72301499406674,-20.44379522623349,13/04/13,12:35:00
0008,-54.72276928179241,-20.44394754479124,13/04/13,12:40:00
0008,-54.72278143220338,-20.44397522625566,13/04/13,12:45:00
0008,-54.72278192514695,-20.44373117131323,13/04/13,12:50:00
0008,-54.72276506918765,-20.44364182974,13/04/13,12:55:00
0008,-54.72298029190217,-20.44368644920649,13/04/13,13:00:00
0008,-54.72319084696512,-20.44363392515545,13/04/13,13:05:00
0008,-54.72303472199982,-20.44347535988686,13/04/13,13:10:00
0008,-54.72284909502209,-20.44336667987414,13/04/13,13:15:00
0008,-54.72286180236466,-20.44314258405579,13/04/13,13:20:00
0008,-54.72277513172529,-20.44334501081757,13/04/13,13:25:00
0008,-54.72291131917943,-20.44296351691051,15/04/13,08:35:00
0008,-54.72299025702464,-20.44300848685847,15/04/13,08:40:00
0008,-54.72296700484916,-20.4431036984122,15/04/13,08:45:00
0008,-54.72282930973609,-20.443139618063,15/04/13,08:50:00
0008,-54.7227922494105,-20.44340553558277,15/04/13,08:55:00
0008,-54.72280306814314,-20.44354621127647,15/04/13,09:00:00
0008,-54.72278041591466,-20.44368139700918,15/04/13,09:05:00
0008,-54.72276877642792,-20.44395056820068,15/04/13,09:10:00
0008,-54.7227578154958,-20.44384402632506,15/04/13,09:15:00
0008,-54.72285249444548,-20.44387923559562,15/04/13,09:20:00
0008,-54.72283676400898,-20.44377938360314,15/04/13,09:25:00
0008,-54.72302045868132,-20.44386446322894,15/04/13,09:30:00
0008,-54.72314731534132,-20.44380164115939,15/04/13,09:35:00
0008,-54.72331429034515,-20.44376424840875,15/04/13,09:40:00
0008,-54.72338520606621,-20.44384458783396,15/04/13,09:45:00
0008,-54.72348749025014,-20.44392390985005,15/04/13,09:50:00
0008,-54.72366206010253,-20.44370566488042,15/04/13,09:55:00
0008,-54.72349295279238,-20.44365328156083,15/04/13,10:00:00
0008,-54.72336221646249,-20.443581693278,15/04/13,10:05:00
0008,-54.72325262583076,-20.44365626570728,15/04/13,10:10:00
0008,-54.72307286956318,-20.44359041662246,15/04/13,10:15:00
0008,-54.72304887210279,-20.4436435178443,15/04/13,10:20:00
0008,-54.72311665547537,-20.44365995494072,15/04/13,10:25:00
0008,-54.72312763976028,-20.44356688352807,15/04/13,10:30:00
0008,-54.72309552042817,-20.44345747343833,15/04/13,10:35:00
0008,-54.72301931678145,-20.44351482992067,15/04/13,10:40:00
0008,-54.72298124196234,-20.44358031671169,15/04/13,10:45:00
0008,-54.72288495601997,-20.44338800068711,15/04/13,10:50:00
0008,-54.72275626173713,-20.44292979150822,15/04/13,10:55:00
0008,-54.72298124196234,-20.44358031671169,15/04/13,11:00:00
0008,-54.7228312320898,-20.44294508579371,01/06/13,10:00:00
0008,-54.72283341354981,-20.44300992414257,01/06/13,10:05:00
0008,-54.72283276356944,-20.44303095780356,01/06/13,10:10:00
0008,-54.722874696957,-20.44304789805574,01/06/13,10:15:00
0008,-54.72290369644907,-20.44310746013634,01/06/13,10:20:00
0008,-54.72283836085896,-20.44316338395707,01/06/13,10:25:00
0008,-54.72282640581022,-20.44317424978174,01/06/13,10:30:00
0008,-54.72280106062073,-20.44318750254952,01/06/13,10:35:00
0008,-54.72276436377442,-20.44322731869648,01/06/13,10:40:00
0008,-54.722769458443,-20.44328609132701,01/06/13,10:45:00
0008,-54.72282386741687,-20.44331883146349,01/06/13,10:50:00
0008,-54.72285665240893,-20.4433217503824,01/06/13,10:55:00
0008,-54.72288675911694,-20.44333958984036,01/06/13,11:00:00
0008,-54.72289718304452,-20.44337754062269,01/06/13,11:05:00
0008,-54.7229038857926,-20.44341271590054,01/06/13,11:10:00
0008,-54.72294027988676,-20.44345850255626,01/06/13,11:15:00
0008,-54.72286969991533,-20.44347538640831,01/06/13,11:20:00
0008,-54.72290419356587,-20.44353397312245,01/06/13,11:25:00
0008,-54.72291165996615,-20.44357726478196,01/06/13,11:30:00
0008,-54.72294725358074,-20.44352659411006,01/06/13,11:35:00
0008,-54.72298776907808,-20.4435447280036,01/06/13,11:40:00
0008,-54.72302329831231,-20.44356574773915,01/06/13,11:45:00
0008,-54.72304783450453,-20.44358097243399,01/06/13,11:50:00
0008,-54.72303903867071,-20.44362862786978,01/06/13,11:55:00
0008,-54.72296282911598,-20.44362447651496,01/06/13,12:00:00
0008,-54.72290683823333,-20.443631118331,01/06/13,12:05:00
0008,-54.72290428470196,-20.44370521638618,01/06/13,12:10:00
0008,-54.72287430221962,-20.44375097121598,01/06/13,12:15:00
0008,-54.72284565039654,-20.44376453754516,01/06/13,12:20:00
0008,-54.72282871471668,-20.44383151584001,01/06/13,12:25:00
0008,-54.72282065455396,-20.44387676671211,01/06/13,12:30:00
0008,-54.7227909149059,-20.44393750038534,01/06/13,12:35:00
0008,-54.72276468213632,-20.44397559027318,01/06/13,12:40:00
0008,-54.72275989125931,-20.4439569945559,01/06/13,12:45:00
0008,-54.72278711900424,-20.44396181252338,01/06/13,12:50:00
0008,-54.72282811458722,-20.44391219393167,01/06/13,12:55:00
0008,-54.72284826078317,-20.44385048255627,01/06/13,13:00:00
0008,-54.72287101889619,-20.44380132777387,01/06/13,13:05:00
0008,-54.72290788819566,-20.44384631347836,01/06/13,13:10:00
0008,-54.72292541758471,-20.44387688720538,01/06/13,13:15:00
0008,-54.7229885804012,-20.44392529012819,01/06/13,13:20:00
0008,-54.72305332558504,-20.44389363456191,01/06/13,13:25:00
0008,-54.72308192883642,-20.44378761429074,01/06/13,13:30:00
0008,-54.72312189172968,-20.44371834636607,01/06/13,13:35:00
0008,-54.72305963779299,-20.44369568409088,01/06/13,13:40:00
0008,-54.72303039453052,-20.44369339532152,01/06/13,13:45:00
0008,-54.72307478193383,-20.44363636040302,01/06/13,13:50:00
0008,-54.72312673867506,-20.44360276668775,01/06/13,13:55:00
0008,-54.723169477772,-20.44362359904751,01/06/13,14:00:00
0008,-54.72320683091516,-20.44357084244268,01/06/13,14:05:00
0008,-54.72319222347409,-20.44349527867902,01/06/13,14:10:00
0008,-54.72314430324933,-20.44348036740263,01/06/13,14:15:00
0008,-54.72311858524068,-20.44340282019498,01/06/13,14:20:00
0008,-54.72312921820645,-20.44336385254784,01/06/13,14:25:00
0008,-54.72312349825899,-20.44332851325956,01/06/13,14:30:00
0008,-54.72308378704302,-20.44330864192137,01/06/13,14:35:00
0008,-54.72303311848902,-20.44330000793209,01/06/13,14:40:00
0008,-54.72297703615812,-20.44327701172988,01/06/13,14:45:00
0008,-54.72297929905728,-20.44324746877767,01/06/13,14:50:00
0008,-54.7230206468215,-20.44321948957575,01/06/13,14:55:00
0008,-54.72305366551203,-20.44318015191006,01/06/13,15:00:00
0008,-54.72308242717679,-20.4431557983472,01/06/13,15:05:00
0008,-54.72312341290959,-20.44317683747242,01/06/13,15:10:00
0008,-54.72308130274413,-20.44320161060808,01/06/13,15:15:00
0008,-54.72313331342327,-20.44361723691667,02/06/13,13:00:00
0008,-54.72313368049928,-20.44362944908076,02/06/13,13:05:00
0008,-54.72313393039434,-20.44363776273612,02/06/13,13:10:00
0008,-54.72305901323691,-20.44365901747489,02/06/13,13:15:00
0008,-54.72306560085004,-20.44372270842845,02/06/13,13:20:00
0008,-54.72307708304065,-20.44373714610294,02/06/13,13:25:00
0008,-54.72313394497957,-20.44375830762052,02/06/13,13:30:00
0008,-54.72313639330699,-20.4437677897037,02/06/13,13:35:00
0008,-54.72313247068051,-20.44377797078274,02/06/13,13:40:00
0008,-54.72313428168187,-20.44378993793778,02/06/13,13:45:00
0008,-54.72313357502986,-20.44380983563161,02/06/13,13:50:00
0008,-54.72313200310273,-20.44384120604343,02/06/13,13:55:00
0008,-54.72314781633178,-20.44383391935855,02/06/13,14:00:00
0008,-54.72314555854343,-20.4438235652545,02/06/13,14:05:00
